id,city,date,time,severity,weather_condition,road_condition,num_vehicles,latitude,longitude,hour,month,year,month_year,period
4456,Phoenix,2021-09-04,23:51,Medium,Fog,Wet,5,45.9987,-74.5168,23,9,2021,2021-09,Night
4457,Houston,2021-08-11,18:14,Medium,Fog,Wet,1,30.1242,-80.8008,18,8,2021,2021-08,Night
4458,Los Angeles,2021-03-05,10:31,Medium,Clear,Slippery,5,46.5697,-95.3496,10,3,2021,2021-03,Day
4459,New York,2023-02-08,10:54,Medium,Fog,Dry,5,35.6379,-71.0064,10,2,2023,2023-02,Day
4460,Phoenix,2023-10-13,20:47,Medium,Clear,Dry,2,39.3171,-120.3215,20,10,2023,2023-10,Night
4461,Chicago,2023-08-23,19:37,Low,Clear,Slippery,4,33.59,-103.0491,19,8,2023,2023-08,Night
4462,Chicago,2022-10-17,13:33,Medium,Rain,Under Construction,4,40.4017,-82.7672,13,10,2022,2022-10,Day
4463,Columbus,2022-11-30,12:55,High,Rain,Wet,3,27.6633,-92.2433,12,11,2022,2022-11,Day
4464,Houston,2021-01-14,18:47,Low,Clear,Slippery,1,40.1798,-111.9287,18,1,2021,2021-01,Night
4465,New York,2021-06-12,12:25,Medium,Clear,Wet,4,38.819,-85.4762,12,6,2021,2021-06,Day
4466,Los Angeles,2021-07-07,14:18,Medium,Cloudy,Icy,5,47.4277,-104.9367,14,7,2021,2021-07,Day
4467,Los Angeles,2022-11-12,19:23,Medium,Clear,Dry,2,34.6122,-102.6185,19,11,2022,2022-11,Night
4468,Los Angeles,2022-04-28,20:34,Medium,Rain,Wet,4,38.5329,-102.3873,20,4,2022,2022-04,Night
4469,Jacksonville,2021-04-13,15:50,Medium,Rain,Wet,3,36.9032,-120.1177,15,4,2021,2021-04,Day
4470,Los Angeles,2021-08-10,10:01,High,Cloudy,Wet,3,32.6738,-114.8181,10,8,2021,2021-08,Day
4471,Columbus,2023-03-11,07:36,High,Rain,Slippery,2,40.064,-75.52,7,3,2023,2023-03,Day
4472,San Diego,2022-03-03,20:38,Low,Clear,Slippery,2,26.9496,-111.7405,20,3,2022,2022-03,Night
4473,San Antonio,2022-10-25,11:28,Medium,Cloudy,Dry,3,34.2247,-81.3546,11,10,2022,2022-10,Day
4474,New York,2023-09-21,07:15,Medium,Cloudy,Dry,5,47.4297,-99.0129,7,9,2023,2023-09,Day
4475,New York,2021-05-31,17:23,Medium,Clear,Dry,4,35.4749,-72.3715,17,5,2021,2021-05,Day
4476,San Antonio,2023-09-24,16:51,Medium,Clear,Dry,2,31.2401,-90.7232,16,9,2023,2023-09,Day
4477,San Antonio,2023-09-09,08:05,Medium,Clear,Dry,1,43.6083,-120.4344,8,9,2023,2023-09,Day
4478,New York,2022-09-19,11:42,Low,Fog,Slippery,3,45.7496,-111.4244,11,9,2022,2022-09,Day
4479,San Antonio,2023-12-19,07:53,Medium,Clear,Dry,4,33.8983,-107.9841,7,12,2023,2023-12,Day
4480,San Antonio,2023-12-03,12:32,Medium,Rain,Dry,4,36.919,-109.9389,12,12,2023,2023-12,Day
4481,New York,2021-06-11,23:19,Medium,Clear,Dry,5,31.562,-119.2472,23,6,2021,2021-06,Night
4482,Houston,2022-07-31,19:16,Low,Clear,Dry,3,31.272,-84.2302,19,7,2022,2022-07,Night
4483,New York,2023-09-11,15:04,Low,Rain,Wet,5,35.9308,-74.9488,15,9,2023,2023-09,Day
4484,Columbus,2023-07-24,10:05,Low,Clear,Dry,1,30.5024,-93.6008,10,7,2023,2023-07,Day
4485,Phoenix,2021-03-05,08:26,Medium,Rain,Wet,1,37.8761,-88.3701,8,3,2021,2021-03,Day
4486,Columbus,2023-10-11,13:00,Medium,Clear,Dry,5,29.9563,-80.2615,13,10,2023,2023-10,Day
4487,Indianapolis,2021-12-22,23:25,Medium,Rain,Under Construction,4,40.9071,-106.167,23,12,2021,2021-12,Night
4488,San Jose,2023-03-19,19:05,Medium,Rain,Wet,2,34.3456,-83.9818,19,3,2023,2023-03,Night
4489,Columbus,2023-12-17,12:25,Medium,Fog,Dry,5,27.7457,-121.4618,12,12,2023,2023-12,Day
4490,Houston,2022-02-10,07:51,Low,Snow,Wet,3,25.6262,-108.851,7,2,2022,2022-02,Day
4491,Los Angeles,2023-03-24,11:52,Medium,Clear,Dry,4,31.8297,-71.8833,11,3,2023,2023-03,Day
4492,San Diego,2022-05-24,19:36,Low,Clear,Wet,4,28.9189,-74.9372,19,5,2022,2022-05,Night
4493,Los Angeles,2021-03-06,20:44,Medium,Clear,Dry,5,28.761,-121.5241,20,3,2021,2021-03,Night
4494,Los Angeles,2021-02-18,19:37,Low,Clear,Dry,1,31.6432,-103.5455,19,2,2021,2021-02,Night
4495,San Antonio,2023-12-11,12:26,Low,Clear,Dry,2,29.3273,-81.147,12,12,2023,2023-12,Day
4496,New York,2022-10-10,07:19,Low,Hail,Slippery,4,32.5222,-86.1454,7,10,2022,2022-10,Day
4497,Houston,2021-10-25,13:33,High,Rain,Dry,4,43.726,-84.132,13,10,2021,2021-10,Day
4498,Los Angeles,2022-02-09,19:14,Low,Cloudy,Wet,2,25.4582,-93.3266,19,2,2022,2022-02,Night
4499,Houston,2022-06-10,19:28,Low,Clear,Icy,2,45.3374,-78.2559,19,6,2022,2022-06,Night
4500,Los Angeles,2023-01-16,04:26,Low,Clear,Dry,4,45.4181,-87.245,4,1,2023,2023-01,Night
4501,Los Angeles,2023-04-16,11:08,Medium,Clear,Wet,3,31.4732,-83.116,11,4,2023,2023-04,Day
4502,New York,2021-09-19,19:51,Medium,Rain,Wet,4,35.4641,-112.9768,19,9,2021,2021-09,Night
4503,New York,2022-06-18,10:03,Medium,Snow,Wet,2,41.2233,-95.473,10,6,2022,2022-06,Day
4504,Los Angeles,2021-08-23,20:43,Low,Clear,Slippery,3,43.9877,-104.1717,20,8,2021,2021-08,Night
4505,San Diego,2023-05-31,07:34,Medium,Fog,Dry,5,26.9471,-82.5522,7,5,2023,2023-05,Day
4506,Houston,2023-11-04,10:45,Low,Clear,Wet,3,42.8162,-97.9137,10,11,2023,2023-11,Day
4507,Jacksonville,2022-07-14,16:32,Low,Clear,Slippery,2,40.4072,-119.3069,16,7,2022,2022-07,Day
4508,San Jose,2022-12-10,17:20,Medium,Clear,Dry,4,39.1869,-87.5826,17,12,2022,2022-12,Day
4509,Charlotte,2023-06-02,06:39,Medium,Fog,Dry,4,28.5773,-109.6031,6,6,2023,2023-06,Day
4510,Philadelphia,2021-01-03,08:20,Low,Clear,Icy,3,31.2437,-78.6359,8,1,2021,2021-01,Day
4511,Chicago,2021-09-19,15:44,Medium,Clear,Under Construction,2,27.4717,-103.5441,15,9,2021,2021-09,Day
4512,Phoenix,2021-04-08,22:35,Low,Snow,Wet,5,25.6204,-120.0268,22,4,2021,2021-04,Night
4513,San Diego,2022-07-11,16:48,High,Fog,Dry,4,28.2703,-75.5325,16,7,2022,2022-07,Day
4514,Dallas,2023-01-17,18:23,High,Fog,Dry,2,45.4266,-106.3203,18,1,2023,2023-01,Night
4515,Chicago,2023-10-17,11:50,High,Rain,Dry,2,38.6689,-90.6772,11,10,2023,2023-10,Day
4516,Philadelphia,2022-08-16,08:01,Low,Hail,Wet,3,42.5228,-93.5588,8,8,2022,2022-08,Day
4517,Columbus,2023-12-23,21:50,High,Clear,Icy,3,36.0928,-84.2458,21,12,2023,2023-12,Night
4518,Phoenix,2023-11-10,09:28,Low,Snow,Wet,5,34.9398,-103.209,9,11,2023,2023-11,Day
4519,Austin,2023-12-07,10:48,Medium,Clear,Dry,3,32.8539,-100.1831,10,12,2023,2023-12,Day
4520,San Diego,2022-10-17,17:24,Low,Clear,Dry,1,46.6038,-80.0239,17,10,2022,2022-10,Day
4521,Houston,2023-11-06,13:33,Low,Fog,Wet,1,40.2842,-120.2031,13,11,2023,2023-11,Day
4522,Columbus,2022-12-01,20:42,Low,Clear,Slippery,1,45.3934,-70.9946,20,12,2022,2022-12,Night
4523,Houston,2022-03-03,15:40,Low,Rain,Dry,4,29.3733,-113.2772,15,3,2022,2022-03,Day
4524,Los Angeles,2021-11-02,10:50,High,Clear,Wet,2,39.6154,-92.1438,10,11,2021,2021-11,Day
4525,San Antonio,2021-06-15,21:41,Medium,Clear,Dry,2,42.4182,-96.6085,21,6,2021,2021-06,Night
4526,New York,2022-01-04,16:41,Low,Snow,Dry,2,45.5438,-117.7072,16,1,2022,2022-01,Day
4527,Los Angeles,2023-03-15,12:26,Low,Clear,Wet,2,32.9711,-98.9657,12,3,2023,2023-03,Day
4528,Dallas,2023-05-11,11:44,Medium,Clear,Wet,2,25.263,-121.7314,11,5,2023,2023-05,Day
4529,Phoenix,2023-03-03,06:55,Low,Clear,Under Construction,1,26.3665,-72.3527,6,3,2023,2023-03,Day
4530,Chicago,2022-08-28,05:47,Low,Rain,Dry,1,37.6463,-120.7416,5,8,2022,2022-08,Night
4531,San Diego,2022-08-31,07:54,Low,Rain,Dry,3,33.7857,-83.5468,7,8,2022,2022-08,Day
4532,Chicago,2022-07-30,13:02,Medium,Clear,Dry,2,36.3032,-98.4373,13,7,2022,2022-07,Day
4533,New York,2023-12-25,20:10,Low,Clear,Dry,2,43.5453,-120.6779,20,12,2023,2023-12,Night
4534,Charlotte,2022-06-11,13:51,Medium,Clear,Dry,1,35.4903,-83.7878,13,6,2022,2022-06,Day
4535,Jacksonville,2023-03-12,09:40,Medium,Clear,Wet,4,42.396,-98.6072,9,3,2023,2023-03,Day
4536,Dallas,2021-02-13,20:51,Low,Rain,Wet,5,42.2582,-74.0899,20,2,2021,2021-02,Night
4537,Jacksonville,2023-09-29,21:05,Low,Rain,Wet,5,38.4314,-89.4576,21,9,2023,2023-09,Night
4538,Dallas,2023-09-17,14:34,Medium,Clear,Icy,5,25.1026,-105.5775,14,9,2023,2023-09,Day
4539,Los Angeles,2022-03-15,08:56,Low,Snow,Dry,4,44.5191,-121.8885,8,3,2022,2022-03,Day
4540,Houston,2021-11-12,12:49,Low,Clear,Dry,5,34.9858,-106.8881,12,11,2021,2021-11,Day
4541,Phoenix,2021-07-03,22:13,Low,Clear,Slippery,2,43.8645,-88.9979,22,7,2021,2021-07,Night
4542,Chicago,2021-04-18,08:51,Low,Rain,Under Construction,4,47.0031,-86.3718,8,4,2021,2021-04,Day
4543,New York,2021-03-01,15:58,High,Cloudy,Wet,1,37.3111,-86.0485,15,3,2021,2021-03,Day
4544,New York,2023-05-30,20:05,Medium,Rain,Dry,2,26.3818,-70.9582,20,5,2023,2023-05,Night
4545,New York,2023-08-10,21:08,Low,Clear,Dry,1,25.0182,-94.3983,21,8,2023,2023-08,Night
4546,San Diego,2021-07-14,22:54,Medium,Clear,Dry,2,45.9958,-115.3078,22,7,2021,2021-07,Night
4547,Phoenix,2022-11-15,07:26,High,Rain,Dry,4,42.5911,-73.3283,7,11,2022,2022-11,Day
4548,Houston,2023-12-30,12:41,Medium,Fog,Dry,3,35.8712,-109.7681,12,12,2023,2023-12,Day
4549,Chicago,2022-09-29,12:36,Medium,Clear,Dry,2,32.3027,-98.8986,12,9,2022,2022-09,Day
4550,Philadelphia,2023-02-17,14:53,Medium,Fog,Icy,2,40.6518,-92.2278,14,2,2023,2023-02,Day
4551,Chicago,2021-07-01,12:57,Low,Clear,Wet,2,40.1015,-83.5409,12,7,2021,2021-07,Day
4552,Dallas,2021-03-03,06:43,High,Clear,Wet,1,40.6144,-80.6069,6,3,2021,2021-03,Day
4553,New York,2021-06-07,11:49,Medium,Clear,Wet,2,28.2392,-118.9864,11,6,2021,2021-06,Day
4554,Los Angeles,2022-09-21,13:31,Medium,Clear,Wet,3,39.6886,-88.593,13,9,2022,2022-09,Day
4555,Jacksonville,2022-12-07,17:40,Low,Fog,Icy,1,34.0516,-73.9484,17,12,2022,2022-12,Day
4556,Dallas,2021-02-05,12:35,Medium,Clear,Wet,4,34.1449,-87.5947,12,2,2021,2021-02,Day
4557,Philadelphia,2022-01-31,02:59,Low,Cloudy,Wet,2,31.0503,-111.5982,2,1,2022,2022-01,Night
4558,Houston,2022-02-24,12:20,Low,Windy,Wet,4,39.1574,-74.2048,12,2,2022,2022-02,Day
4559,Chicago,2022-05-25,10:09,Medium,Clear,Dry,4,28.3177,-80.3616,10,5,2022,2022-05,Day
4560,New York,2023-10-03,18:15,Medium,Rain,Dry,2,28.2214,-94.5301,18,10,2023,2023-10,Night
4561,San Antonio,2022-09-11,14:01,High,Clear,Icy,1,34.6744,-113.2229,14,9,2022,2022-09,Day
4562,Los Angeles,2021-03-24,15:22,Medium,Clear,Dry,2,30.1346,-77.1993,15,3,2021,2021-03,Day
4563,New York,2022-01-19,11:06,Medium,Snow,Slippery,4,47.6045,-110.4071,11,1,2022,2022-01,Day
4564,San Antonio,2021-01-15,09:06,High,Fog,Dry,4,34.7825,-84.8186,9,1,2021,2021-01,Day
4565,San Antonio,2021-09-22,10:54,Medium,Clear,Icy,4,38.6325,-118.5404,10,9,2021,2021-09,Day
4566,Los Angeles,2023-01-30,05:06,Medium,Clear,Wet,3,30.9927,-98.3775,5,1,2023,2023-01,Night
4567,Chicago,2022-11-01,00:01,High,Clear,Dry,5,46.9649,-96.7958,0,11,2022,2022-11,Night
4568,Phoenix,2023-05-10,10:29,Low,Rain,Dry,2,35.4912,-119.5839,10,5,2023,2023-05,Day
4569,Los Angeles,2022-04-27,08:38,Low,Cloudy,Icy,3,33.3331,-107.0792,8,4,2022,2022-04,Day
4570,San Diego,2021-09-01,12:00,High,Snow,Dry,4,34.7501,-78.8544,12,9,2021,2021-09,Day
4571,Los Angeles,2022-09-30,12:51,Low,Fog,Wet,1,40.0448,-106.7691,12,9,2022,2022-09,Day
4572,San Diego,2023-08-06,20:36,Medium,Clear,Dry,5,36.6482,-88.0817,20,8,2023,2023-08,Night
4573,Philadelphia,2022-10-04,14:18,High,Clear,Dry,4,35.921,-114.9559,14,10,2022,2022-10,Day
4574,New York,2023-06-26,23:44,Low,Rain,Under Construction,2,44.0344,-90.7181,23,6,2023,2023-06,Night
4575,Los Angeles,2021-07-16,17:18,Medium,Cloudy,Dry,5,25.0458,-112.0004,17,7,2021,2021-07,Day
4576,New York,2021-11-24,07:40,Medium,Snow,Wet,4,32.4932,-83.0598,7,11,2021,2021-11,Day
4577,Los Angeles,2021-03-09,07:36,Medium,Clear,Icy,3,37.7672,-71.759,7,3,2021,2021-03,Day
4578,Los Angeles,2023-12-11,01:10,High,Clear,Dry,4,26.0062,-121.3043,1,12,2023,2023-12,Night
4579,New York,2021-01-17,11:34,High,Snow,Icy,5,25.3107,-85.6518,11,1,2021,2021-01,Day
4580,Los Angeles,2021-01-01,00:59,Medium,Rain,Dry,5,41.9318,-89.2593,0,1,2021,2021-01,Night
4581,Indianapolis,2021-11-13,04:48,Low,Clear,Under Construction,5,26.438,-82.2931,4,11,2021,2021-11,Night
4582,Columbus,2021-12-15,21:13,Medium,Clear,Wet,2,27.5955,-108.0061,21,12,2021,2021-12,Night
4583,New York,2022-12-15,20:44,Medium,Rain,Dry,2,35.4499,-115.0273,20,12,2022,2022-12,Night
4584,San Antonio,2021-12-08,19:44,High,Cloudy,Wet,4,29.9832,-94.0272,19,12,2021,2021-12,Night
4585,Dallas,2022-05-02,10:10,Low,Rain,Icy,5,36.2085,-87.9395,10,5,2022,2022-05,Day
4586,New York,2022-10-26,11:05,Low,Fog,Dry,2,33.2675,-77.8426,11,10,2022,2022-10,Day
4587,Indianapolis,2023-10-30,11:54,High,Rain,Dry,2,39.8957,-79.5659,11,10,2023,2023-10,Day
4588,San Diego,2021-07-19,20:05,Low,Clear,Slippery,4,33.4106,-121.0354,20,7,2021,2021-07,Night
4589,Los Angeles,2021-11-03,16:05,Medium,Rain,Dry,5,31.8461,-99.713,16,11,2021,2021-11,Day
4590,San Diego,2022-11-03,16:10,Low,Rain,Slippery,5,40.6913,-86.1344,16,11,2022,2022-11,Day
4591,Charlotte,2022-07-17,11:16,Low,Clear,Under Construction,1,35.8837,-113.5897,11,7,2022,2022-07,Day
4592,Chicago,2022-07-27,11:33,Medium,Clear,Dry,1,38.2553,-112.9359,11,7,2022,2022-07,Day
4593,Phoenix,2022-01-12,15:49,Low,Fog,Icy,4,40.1061,-70.6609,15,1,2022,2022-01,Day
4594,New York,2021-04-25,15:42,Medium,Clear,Wet,4,31.5602,-111.0633,15,4,2021,2021-04,Day
4595,New York,2022-10-22,13:43,High,Clear,Dry,3,45.0846,-100.0733,13,10,2022,2022-10,Day
4596,Los Angeles,2021-02-20,17:35,High,Fog,Dry,3,40.9749,-92.7695,17,2,2021,2021-02,Day
4597,Jacksonville,2021-09-19,18:24,Low,Clear,Wet,3,43.0486,-86.724,18,9,2021,2021-09,Night
4598,Chicago,2021-01-10,07:58,Medium,Clear,Slippery,4,45.7954,-105.9702,7,1,2021,2021-01,Day
4599,San Antonio,2022-07-06,18:03,Low,Hail,Wet,2,44.2657,-94.3018,18,7,2022,2022-07,Night
4600,Los Angeles,2023-09-20,10:24,High,Clear,Wet,2,32.6659,-115.1344,10,9,2023,2023-09,Day
4601,Jacksonville,2021-03-02,21:06,Medium,Clear,Wet,4,30.7465,-88.6709,21,3,2021,2021-03,Night
4602,New York,2022-09-22,16:43,Low,Clear,Icy,1,40.593,-113.8418,16,9,2022,2022-09,Day
4603,Philadelphia,2021-02-01,10:55,High,Rain,Dry,4,47.8311,-81.7191,10,2,2021,2021-02,Day
4604,Phoenix,2022-01-19,21:54,Low,Clear,Wet,3,28.192,-95.536,21,1,2022,2022-01,Night
4605,Philadelphia,2022-10-26,21:56,Low,Hail,Icy,3,47.6725,-95.9499,21,10,2022,2022-10,Night
4606,Chicago,2023-12-12,07:25,High,Rain,Dry,1,26.2363,-104.143,7,12,2023,2023-12,Day
4607,Chicago,2022-06-19,12:16,Low,Clear,Wet,3,28.1333,-108.1937,12,6,2022,2022-06,Day
4608,New York,2023-11-08,10:29,High,Rain,Dry,1,32.5656,-83.2502,10,11,2023,2023-11,Day
4609,New York,2022-03-11,18:30,Medium,Clear,Dry,1,37.0192,-91.292,18,3,2022,2022-03,Night
4610,Houston,2021-09-05,08:41,High,Rain,Dry,5,31.4264,-112.7355,8,9,2021,2021-09,Day
4611,Los Angeles,2023-12-11,21:42,High,Rain,Dry,5,40.3579,-98.0662,21,12,2023,2023-12,Night
4612,Phoenix,2023-08-05,18:05,High,Fog,Dry,4,31.7738,-79.468,18,8,2023,2023-08,Night
4613,Philadelphia,2023-02-16,04:16,High,Snow,Wet,5,28.5708,-116.8332,4,2,2023,2023-02,Night
4614,Philadelphia,2022-06-13,08:26,Low,Clear,Wet,3,42.8376,-101.6973,8,6,2022,2022-06,Day
4615,Dallas,2023-11-25,14:13,Medium,Clear,Wet,5,40.302,-80.131,14,11,2023,2023-11,Day
4616,Chicago,2023-02-24,10:46,Medium,Rain,Dry,5,34.528,-105.4605,10,2,2023,2023-02,Day
4617,Jacksonville,2021-05-18,21:28,Medium,Rain,Dry,3,29.4555,-118.6311,21,5,2021,2021-05,Night
4618,Dallas,2023-05-10,01:20,Medium,Clear,Slippery,5,42.3075,-106.2964,1,5,2023,2023-05,Night
4619,San Jose,2022-11-20,16:34,High,Clear,Dry,5,45.0323,-117.1083,16,11,2022,2022-11,Day
4620,Los Angeles,2021-12-16,12:05,Medium,Clear,Slippery,1,42.9697,-85.864,12,12,2021,2021-12,Day
4621,Chicago,2022-05-11,11:58,Low,Clear,Wet,3,32.539,-84.7263,11,5,2022,2022-05,Day
4622,Dallas,2022-02-18,07:23,Low,Fog,Dry,3,44.244,-117.9668,7,2,2022,2022-02,Day
4623,Austin,2021-07-28,18:11,Medium,Fog,Dry,3,38.7294,-95.2551,18,7,2021,2021-07,Night
4624,Dallas,2023-04-24,08:31,Low,Clear,Dry,1,27.9834,-83.3323,8,4,2023,2023-04,Day
4625,San Jose,2021-04-02,22:00,High,Clear,Icy,3,29.7803,-107.4486,22,4,2021,2021-04,Night
4626,Indianapolis,2023-05-01,00:41,High,Clear,Under Construction,2,41.6649,-101.2999,0,5,2023,2023-05,Night
4627,Los Angeles,2021-06-01,18:40,High,Rain,Dry,2,32.6078,-117.0788,18,6,2021,2021-06,Night
4628,Indianapolis,2021-06-30,09:40,Low,Clear,Slippery,4,28.0062,-111.7045,9,6,2021,2021-06,Day
4629,New York,2023-02-20,21:23,Medium,Fog,Dry,3,28.8979,-119.3328,21,2,2023,2023-02,Night
4630,Chicago,2021-10-18,19:15,Medium,Clear,Dry,1,45.5064,-73.7648,19,10,2021,2021-10,Night
4631,Los Angeles,2023-01-08,19:57,Medium,Cloudy,Under Construction,2,39.0946,-121.7781,19,1,2023,2023-01,Night
4632,San Antonio,2023-01-19,17:58,Medium,Snow,Dry,3,26.1846,-96.4256,17,1,2023,2023-01,Day
4633,Columbus,2023-02-06,12:50,High,Clear,Dry,3,34.2424,-95.5258,12,2,2023,2023-02,Day
4634,Philadelphia,2021-05-10,14:09,High,Rain,Icy,3,37.1871,-101.7435,14,5,2021,2021-05,Day
4635,Dallas,2021-03-28,04:22,Medium,Hail,Icy,2,45.8711,-121.8285,4,3,2021,2021-03,Night
4636,New York,2021-09-15,12:24,Medium,Clear,Dry,3,25.6032,-98.341,12,9,2021,2021-09,Day
4637,San Diego,2022-10-07,01:26,Low,Fog,Wet,5,39.5782,-83.1247,1,10,2022,2022-10,Night
4638,Houston,2023-03-26,10:59,Medium,Snow,Wet,2,28.7675,-113.1995,10,3,2023,2023-03,Day
4639,New York,2022-01-08,03:15,Low,Rain,Wet,1,44.0122,-77.666,3,1,2022,2022-01,Night
4640,Dallas,2023-08-20,19:06,Low,Fog,Dry,1,42.5208,-80.5576,19,8,2023,2023-08,Night
4641,New York,2021-07-06,19:45,Low,Snow,Wet,1,28.0723,-114.4905,19,7,2021,2021-07,Night
4642,Jacksonville,2021-11-20,15:43,High,Clear,Dry,2,39.6284,-73.6456,15,11,2021,2021-11,Day
4643,Dallas,2022-09-03,07:16,Low,Clear,Dry,2,40.901,-81.7521,7,9,2022,2022-09,Day
4644,Los Angeles,2021-04-25,01:06,Medium,Cloudy,Dry,2,31.0894,-109.7387,1,4,2021,2021-04,Night
4645,Phoenix,2021-05-06,16:53,Low,Cloudy,Dry,2,38.8958,-71.3948,16,5,2021,2021-05,Day
4646,Indianapolis,2021-08-27,16:31,Low,Clear,Wet,5,31.3203,-83.7669,16,8,2021,2021-08,Day
4647,San Jose,2023-02-09,10:57,Medium,Cloudy,Wet,4,35.5426,-73.4351,10,2,2023,2023-02,Day
4648,Los Angeles,2022-03-18,11:57,Medium,Clear,Dry,5,26.2363,-109.2088,11,3,2022,2022-03,Day
4649,Phoenix,2022-05-02,11:08,Low,Clear,Under Construction,4,35.8073,-84.3502,11,5,2022,2022-05,Day
4650,Charlotte,2023-05-14,05:47,Medium,Clear,Wet,3,32.3888,-90.8927,5,5,2023,2023-05,Night
4651,Houston,2023-08-22,18:55,Medium,Fog,Wet,2,46.7659,-113.8776,18,8,2023,2023-08,Night
4652,Los Angeles,2022-07-27,12:38,Low,Clear,Wet,2,29.5262,-84.5225,12,7,2022,2022-07,Day
4653,Chicago,2021-06-19,08:59,Medium,Clear,Wet,1,33.85,-96.762,8,6,2021,2021-06,Day
4654,Dallas,2021-02-26,18:55,High,Snow,Dry,1,47.9694,-106.4367,18,2,2021,2021-02,Night
4655,Los Angeles,2021-12-18,10:59,Medium,Clear,Icy,4,35.1838,-120.6333,10,12,2021,2021-12,Day
4656,Columbus,2022-03-28,15:14,Medium,Clear,Dry,2,40.9652,-90.0924,15,3,2022,2022-03,Day
4657,Los Angeles,2022-01-23,08:29,Low,Clear,Dry,2,29.7661,-94.841,8,1,2022,2022-01,Day
4658,Chicago,2023-11-08,17:37,Medium,Fog,Icy,5,25.4975,-109.3999,17,11,2023,2023-11,Day
4659,Los Angeles,2021-03-08,15:47,Medium,Clear,Dry,5,41.0842,-112.3714,15,3,2021,2021-03,Day
4660,Dallas,2023-09-04,07:11,Medium,Clear,Dry,5,34.6915,-75.799,7,9,2023,2023-09,Day
4661,Phoenix,2023-06-12,16:19,Low,Rain,Dry,3,28.8683,-89.7719,16,6,2023,2023-06,Day
4662,Chicago,2022-07-05,15:47,Medium,Snow,Dry,4,38.1417,-87.4423,15,7,2022,2022-07,Day
4663,Charlotte,2021-10-13,13:55,Low,Clear,Icy,3,43.4655,-88.9727,13,10,2021,2021-10,Day
4664,Austin,2022-06-26,20:06,Medium,Clear,Icy,3,33.167,-100.6551,20,6,2022,2022-06,Night
4665,Houston,2022-09-14,23:09,Medium,Clear,Wet,1,43.0769,-73.4531,23,9,2022,2022-09,Night
4666,Chicago,2022-06-28,22:47,Medium,Rain,Dry,4,43.8944,-113.1327,22,6,2022,2022-06,Night
4667,San Jose,2022-08-15,19:20,High,Clear,Dry,3,44.558,-83.9098,19,8,2022,2022-08,Night
4668,New York,2021-10-15,23:40,High,Clear,Dry,2,36.0045,-104.048,23,10,2021,2021-10,Night
4669,New York,2022-06-30,08:07,Low,Rain,Slippery,5,30.6915,-74.6618,8,6,2022,2022-06,Day
4670,Dallas,2023-01-18,09:04,Low,Windy,Dry,4,31.3396,-98.9008,9,1,2023,2023-01,Day
4671,Houston,2023-06-17,15:03,Medium,Rain,Dry,2,36.644,-89.3827,15,6,2023,2023-06,Day
4672,Dallas,2022-04-22,03:42,Medium,Clear,Dry,1,41.8627,-116.3249,3,4,2022,2022-04,Night
4673,Phoenix,2022-08-26,23:18,Low,Clear,Wet,2,27.4101,-83.5777,23,8,2022,2022-08,Night
4674,San Diego,2023-09-15,10:37,Low,Clear,Dry,1,40.1316,-81.4778,10,9,2023,2023-09,Day
4675,Los Angeles,2021-05-07,12:44,Low,Snow,Dry,5,28.9787,-120.4001,12,5,2021,2021-05,Day
4676,Los Angeles,2022-03-02,01:26,High,Clear,Dry,4,25.9223,-77.9348,1,3,2022,2022-03,Night
4677,Chicago,2022-02-28,05:51,Medium,Clear,Dry,5,36.812,-93.419,5,2,2022,2022-02,Night
4678,San Jose,2021-03-21,12:00,Medium,Snow,Wet,3,27.6684,-94.8359,12,3,2021,2021-03,Day
4679,Houston,2022-12-09,21:21,Medium,Clear,Wet,4,35.905,-86.3644,21,12,2022,2022-12,Night
4680,Philadelphia,2021-05-14,11:14,Low,Hail,Dry,1,45.8659,-99.4098,11,5,2021,2021-05,Day
4681,Los Angeles,2023-08-23,19:16,Low,Clear,Dry,4,27.4159,-77.4356,19,8,2023,2023-08,Night
4682,Indianapolis,2022-10-29,00:16,High,Clear,Dry,2,27.7942,-85.6642,0,10,2022,2022-10,Night
4683,New York,2023-10-15,08:57,Low,Clear,Dry,1,37.552,-70.6004,8,10,2023,2023-10,Day
4684,Los Angeles,2022-10-20,19:47,High,Rain,Dry,1,42.0129,-99.7173,19,10,2022,2022-10,Night
4685,Austin,2021-09-20,10:14,Medium,Clear,Dry,5,41.9138,-90.1188,10,9,2021,2021-09,Day
4686,Columbus,2022-05-02,18:53,High,Cloudy,Wet,3,42.7696,-120.6615,18,5,2022,2022-05,Night
4687,Dallas,2023-11-01,06:53,Medium,Cloudy,Dry,5,28.1215,-85.5581,6,11,2023,2023-11,Day
4688,Jacksonville,2022-01-14,14:28,Low,Clear,Wet,3,39.3203,-80.3729,14,1,2022,2022-01,Day
4689,Dallas,2022-06-27,16:19,High,Clear,Dry,2,36.0217,-94.3076,16,6,2022,2022-06,Day
4690,Houston,2023-06-07,16:54,Medium,Clear,Dry,1,25.8631,-118.3564,16,6,2023,2023-06,Day
4691,New York,2021-12-17,15:46,High,Clear,Dry,1,41.9263,-96.3791,15,12,2021,2021-12,Day
4692,San Diego,2023-10-17,16:14,Medium,Rain,Dry,1,36.7457,-75.6801,16,10,2023,2023-10,Day
